,selected_text,text,sentiment
12131,It`s because we`re right, It`s because we`re right,neutral
8058,"there is never anything on tv, on sundays. CAN`T WAIT for america","there is never anything on tv, on sundays. CAN`T WAIT for america",neutral
15204,Still working in the database and trying to decide what I want to eat.,Still working in the database and trying to decide what I want to eat.,neutral
14879,First sports banquet without katie,First sports banquet without katie,neutral
19841,Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took  out LOL, Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took  out LOL,neutral
22659,"lol, I`ve just realised that i`ve been sending messages that were meant to be to you, to a page that doesn`t exist"," lol, I`ve just realised that i`ve been sending messages that were meant to be to you, to a page that doesn`t exist",neutral
23351,irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open, irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open,neutral
4668,"I am mid-detox, I won`t eat any","  I am mid-detox, I won`t eat any",neutral
13031,I`m watching the 4th harry potter movieee,_10807 I`m watching the 4th harry potter movieee,neutral
21691,_B if you`re in leeds you can have one from me,_B if you`re in leeds you can have one from me,neutral
23918,_erincharde yea as an afterthought,_erincharde yea as an afterthought,neutral
17067,We keep very different hours, We keep very different hours.,neutral
5663,You forgot moi  #twpp, You forgot moi  #twpp,neutral
25374,Indeed I did get your song however am unable to listen., Indeed I did get your song however am unable to listen.,neutral
20586,says I`m tutoring my cousin!,says I`m tutoring my cousin!  http://plurk.com/p/rpp57,neutral
10080,i wish i could go to both but i don`t think i`ll be allowed :p either way with two shows going your bound to get a ticket,_Stack i wish i could go to both but i don`t think i`ll be allowed :p either way with two shows going your bound to get a ticket,neutral
19760,should be coming out of hospital today,should be coming out of hospital today,neutral
18559,"@_laertesgirl Ohh of course. She did stop once though, end of Dream. John Woodvine & Zoe Thorne, only ones not signed my programme","@_laertesgirl Ohh of course. She did stop once though, end of Dream. John Woodvine & Zoe Thorne, only ones not signed my programme",neutral
26259,Prom`s over. At denny`s now  with katie and kelly<3,Prom`s over. At denny`s now  with katie and kelly<3,neutral
2638,Did I miss you going to The Killers or is it soon? Are you excited? I remembered I needed to ask you, Did I miss you going to The Killers or is it soon? Are you excited? I remembered I needed to ask you,neutral
14804,Beer pong  at 6am  with jess,Beer pong  at 6am  with jess,neutral
8378,_fr Yes I saw the Village but the restaurant in the Village Square has a sign above it that reads 'Digestif.',_fr Yes I saw the Village but the restaurant in the Village Square has a sign above it that reads 'Digestif.',neutral
22586,Geoff posted a boo: Coming Home From Tenerife Boo  http://boo.fm/b25651,Geoff posted a boo: Coming Home From Tenerife Boo  http://boo.fm/b25651,neutral
16410,Lying with my new lab pup on my lap,Lying with my new lab pup on my lap,neutral
3930,"Microsoft has released Zune also in Europe, no HD for us","http://is.gd/IQ03 Microsoft has released Zune also in Europe, no HD for us",neutral
1186,_ENVY how come you dont think you did good?!,_ENVY how come you dont think you did good?!,neutral
1924,IM SOWWIE I WAS A LIL LATE  LOL it looked good though ;), IM SOWWIE I WAS A LIL LATE  LOL it looked good though ;),neutral
566,nup no cd either.. just a whole bunch of zeros and ones you can have for free, nup no cd either.. just a whole bunch of zeros and ones you can have for free,neutral
20120,Left 'Up' due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.,Left 'Up' due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.,neutral
15435,"In rural #thailand, 2630 is considered posh"," In rural #thailand, 2630 is considered posh",neutral
9542,"_n_nouns ikr? my parents take the cake tho, they don`t grocery shop and they go out to eat all the time just them 2...","_n_nouns ikr? my parents take the cake tho, they don`t grocery shop and they go out to eat all the time just them 2...",neutral
1597,Bouta donate blood! Ahhhhh!,Bouta donate blood! Ahhhhh!,neutral
6116,"after a great day at work with the kids, disappointment with my roof decal","after a great day at work with the kids, disappointment with my roof decal",neutral
13894,yesh. lawl, yesh. lawl,neutral
19723,I just changed the backgroung but now I have no profile ppicture, I just changed the backgroung but now I have no profile ppicture,neutral
5393,where`s my new,where`s my new ,neutral
9633,awwwwwwwwww  thats jus...awwwww.did she get to start again like?, awwwwwwwwww  thats jus...awwwww.did she get to start again like?,neutral
16564,time to hit the study notes! prep for friday`s exam!,time to hit the study notes! prep for friday`s exam!,neutral
14954,"Dagnamit, latest power twitter update is pants - no clickable links","Dagnamit, latest power twitter update is pants - no clickable links",neutral
11496,nuthin much just gettin ready 2 head bk 2 wrk  n u???, nuthin much just gettin ready 2 head bk 2 wrk  n u???,neutral
19674,I look like schuhz and arabyrd now...,I look like schuhz and arabyrd now...,neutral
19400,"coraline was scary yesterday, didn`t puke luckily.  ahaa. 1 week & 1 day till i`m 14 baby","coraline was scary yesterday, didn`t puke luckily.  ahaa. 1 week & 1 day till i`m 14 baby",neutral
899,I could get away with it. dare me? I`ll go buy it tomorrow, I could get away with it. dare me? I`ll go buy it tomorrow,neutral
12714,_Hayes I`m at sharkeez!,_Hayes I`m at sharkeez!,neutral
1171,Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.,Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.,neutral
26937,"politicians and celebs have lottsa fun  .. it`s just that for SOME of them, FUN is actually ..  SIN"," politicians and celebs have lottsa fun  .. it`s just that for SOME of them, FUN is actually ..  SIN",neutral
14076,PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks., PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks.,neutral
614,"ok, i have to turn off all of my twitter device updates until i get a new battery. phone goes from fully charged to dead in about 5 hours","ok, i have to turn off all of my twitter device updates until i get a new battery. phone goes from fully charged to dead in about 5 hours",neutral
14971,We were so busy I didn`t even get to talk with you!, We were so busy I didn`t even get to talk with you!!  Please tell me you got your lipstick?!,neutral
13590,Went to the vending maching to get Bugles. No Bugles  Perhaps it is a sign that I don`t need the snack anyway.,Went to the vending maching to get Bugles. No Bugles  Perhaps it is a sign that I don`t need the snack anyway.,neutral
26311,i don`t have any of that, i don`t have any of that,neutral
6114,from g`s to gents season,    from g`s to gents season 1,neutral
21528,thinks that Pipers molars are cutting thru  we had a nice lil nap me and the girl...now just another friday night at home w/ the lil ones,thinks that Pipers molars are cutting thru  we had a nice lil nap me and the girl...now just another friday night at home w/ the lil ones,neutral
19126,hehehe!! Are you tryna find another condom  better get u for boxes cuz ima take u thru all of em, hehehe!! Are you tryna find another condom  better get u for boxes cuz ima take u thru all of em,neutral
2573,"My name is Chad, but I won`t be here tomorrow"," My name is Chad, but I won`t be here tomorrow",neutral
24612,no  are you for sure going?, no  are you for sure going?,neutral
18989,_Mean WHERE?,_Mean WHERE?,neutral
4390,you need to follow me so I could send you a direct message., you need to follow me so I could send you a direct message.,neutral
13571,next time you are around please let me and  know and we will take you for lunch too, next time you are around please let me and  know and we will take you for lunch too,neutral
24274,OHH  yeah i sometimes forget  your in the other but cheek ok americ, OHH  yeah i sometimes forget  your in the other but cheek ok america,neutral
23454,I was kinda looking forward to seeing Seann William Scott in the office today,I was kinda looking forward to seeing Seann William Scott in the office today,neutral
2785,well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt agai, well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt again.,neutral
22673,I need food. It took an hour to get to work this morning. Leaving me no time to get my morning coffee and bagel,I need food. It took an hour to get to work this morning. Leaving me no time to get my morning coffee and bagel,neutral
12399,9100 tweets....just living the rockstar life one tweet at a time.,9100 tweets....just living the rockstar life one tweet at a time.,neutral
22119,wishes she would call him ...   *hc*,wishes she would call him ...   *hc*,neutral
22538,"Hey guys, this is group for people who belong to 'Pune Institute of Compute Technology' college, Pune   via http://twibes.com/group/PICT","Hey guys, this is group for people who belong to 'Pune Institute of Compute Technology' college, Pune   via http://twibes.com/group/PICT",neutral
15707,exhausting day. And more to come tomorrow! City for mother`s day!  can`t wait minus the driving.,exhausting day. And more to come tomorrow! City for mother`s day!  can`t wait minus the driving.,neutral
25289,Where is Teng?,Where is Teng?,neutral
25482,Ahh! normally I would jump at that but i`m manning the office solo today, Ahh! normally I would jump at that but i`m manning the office solo today,neutral
17055,must go to strawberry fields!!, must go to strawberry fields!!,neutral
25915,I see,I see ,neutral
8916,Finished Death Du Jour. School`s out.  Nerd.,Finished Death Du Jour. School`s out.  Nerd.,neutral
9557,"No Rockin on the River for me, tonight...","No Rockin on the River for me, tonight...",neutral
24674,"Hey, I made us a house on the Sims! Oh and you have like a perfect balance and i`m always lacking stuff like fun etc!"," Hey, I made us a house on the Sims! Oh and you have like a perfect balance and i`m always lacking stuff like fun etc!",neutral
23242,I want to be at, I want to be at ,neutral
10838,back home in palmdale. in bed with my mommy,back home in palmdale. in bed with my mommy,neutral
